request,account,dvr,start_time,end_time,source,received,uploaded,timestamp,is_retry,videos_details
001000007462310507420240904183050000,3-170,0000074623105074,"2024-09-04 17:56","2024-09-04 17:56",Vehicle,22,22,"2024-09-04 19:29:31",0,22
002000007462305101520240904153612699,3-242,0000074623051015,"2024-08-30 09:34","2024-08-30 09:38",API_OFFLINE,4,4,"2024-09-04 19:26:47",1,4
002000007462305101520240904153536682,3-242,0000074623051015,"2024-07-30 10:34","2024-07-30 10:37",API_OFFLINE,3,3,"2024-09-04 19:26:47",1,3
002000007462317111320240904191915303,3-303,0000074623171113,"2024-09-04 19:15","2024-09-04 19:16",API,1,1,"2024-09-04 19:19:23",0,1
001000007462316227420240904185906000,3-250,0000074623162274,"2024-09-04 18:57","2024-09-04 18:57",Vehicle,2,2,"2024-09-04 19:01:25",0,2
002000007462317100320240904185411305,3-282,0000074623171003,"2024-09-04 18:49","2024-09-04 18:53",API,4,4,"2024-09-04 18:54:20",0,4
001000007462317100320240904184937000,3-282,0000074623171003,"2024-09-04 18:48","2024-09-04 18:48",Vehicle,2,2,"2024-09-04 18:52:03",0,2
002000007462317104520240904184003834,3-303,0000074623171045,"2024-09-04 18:25","2024-09-04 18:26",API,1,1,"2024-09-04 18:40:10",0,1
001000007462310507420240904173326000,3-170,0000074623105074,"2024-09-04 17:15","2024-09-04 17:15",Vehicle,26,26,"2024-09-04 17:40:01",0,26
001000007461219571820240904173459000,3-170,0000074612195718,"2024-09-04 17:34","2024-09-04 17:34",Vehicle,2,2,"2024-09-04 17:36:36",0,2
002000007462317214520240904165802761,3-228,0000074623172145,"2024-09-04 16:43","2024-09-04 16:47",API_OFFLINE,3,1,"2024-09-04 17:16:37",1,3
001000007462317214520240904164414000,3-228,0000074623172145,"2024-09-04 16:42","2024-09-04 16:42",Vehicle,2,2,"2024-09-04 16:47:57",0,2
001000007462310507420240904160855000,3-170,0000074623105074,"2024-09-04 14:53","2024-09-04 14:53",Vehicle,32,32,"2024-09-04 16:21:22",0,32
001000007462323203720240904145840000,3-170,0000074623232037,"2024-09-04 14:58","2024-09-04 14:58",Vehicle,2,2,"2024-09-04 15:00:35",0,2
002000007462310507420240904150022155,3-170,0000074623105074,"2024-09-04 14:59","2024-09-04 15:00",API,2,3,"2024-09-04 15:00:33",0,3
002000007462310507420240904144946980,3-170,0000074623105074,"2024-09-04 14:44","2024-09-04 14:45",API,1,1,"2024-09-04 14:49:58",0,1
001000007462317222620240827185905315,3-250,0000074623172226,"2024-08-27 12:34","2024-08-27 12:34",Vehicle,3,1,"2024-09-04 12:00:22",0,3
001000007462317112420240904052050000,3-250,0000074623171124,"2024-09-04 05:19","2024-09-04 05:19",Vehicle,2,2,"2024-09-04 05:22:17",0,2
001000007462317112420240904040718000,3-250,0000074623171124,"2024-09-04 04:06","2024-09-04 04:06",Vehicle,2,2,"2024-09-04 04:08:50",0,2
001000007462317112420240904040641000,3-250,0000074623171124,"2024-09-04 04:05","2024-09-04 04:05",Vehicle,2,2,"2024-09-04 04:07:52",0,2
001000007462316541720240904010458000,3-250,0000074623165417,"2024-09-04 01:03","2024-09-04 01:03",Vehicle,2,2,"2024-09-04 01:06:35",0,2
001000007462316228220240903221901000,3-253,0000074623162282,"2024-09-03 21:58","2024-09-03 21:58",Vehicle,26,26,"2024-09-03 22:30:08",0,26
001000007462308201120240903181734000,3-242,0000074623082011,"2024-09-03 18:15","2024-09-03 18:15",Vehicle,2,2,"2024-09-03 18:21:43",0,2
002000007462321201020240903173749102,3-170,0000074623212010,"2024-09-03 17:36","2024-09-03 17:37",API,0,0,"2024-09-03 17:38:01",0,0
002000007462321201020240903173756624,3-170,0000074623212010,"2024-09-03 17:36","2024-09-03 17:37",API,0,0,"2024-09-03 17:38:01",0,0
002000007462311417920240903154114450,3-170,0000074623114179,"2024-09-03 15:40","2024-09-03 15:41",API,1,1,"2024-09-03 15:41:21",0,1
001000007462321200720240903153935000,3-170,0000074623212007,"2024-09-03 15:25","2024-09-03 15:25",Vehicle,2,2,"2024-09-03 15:41:19",0,2
001000007462321200720240903152448000,3-170,0000074623212007,"2024-09-03 14:22","2024-09-03 14:22",Vehicle,2,1,"2024-09-03 15:26:30",0,2
001000007462227210120240903142843000,3-188,0000074622272101,"2024-09-03 14:27","2024-09-03 14:27",Vehicle,2,2,"2024-09-03 14:30:19",0,2
001000007462213411320240903101358000,3-242,0000074622134113,"2024-09-03 10:12","2024-09-03 10:12",Vehicle,2,2,"2024-09-03 10:15:59",0,2
001000007462317102220240903094332000,3-250,0000074623171022,"2024-09-03 09:42","2024-09-03 09:42",Vehicle,2,2,"2024-09-03 09:45:02",0,2
001000007462316329520240903063255000,3-250,0000074623163295,"2024-09-03 06:31","2024-09-03 06:31",Vehicle,2,2,"2024-09-03 06:34:38",0,2
001000007462316329520240903063215000,3-250,0000074623163295,"2024-09-03 06:30","2024-09-03 06:30",Vehicle,2,2,"2024-09-03 06:33:38",0,2
001000007462226207120240903024045000,3-242,0000074622262071,"2024-09-02 23:12","2024-09-02 23:12",Vehicle,1,1,"2024-09-03 02:44:07",0,1
001000007462226517220240902223206000,3-242,0000074622265172,"2024-09-02 22:30","2024-09-02 22:30",Vehicle,2,2,"2024-09-02 23:31:34",0,2
001000007462317102220240902211856000,3-250,0000074623171022,"2024-09-02 21:17","2024-09-02 21:17",Vehicle,2,2,"2024-09-02 21:20:34",0,2
001000007462310203720240902181834000,3-170,0000074623102037,"2024-09-02 18:18","2024-09-02 18:18",Vehicle,2,2,"2024-09-02 18:19:47",0,2
001000007462311103220240902154937000,3-170,0000074623111032,"2024-09-02 15:50","2024-09-02 15:50",Vehicle,2,2,"2024-09-02 15:51:49",0,2
001000007462316437020240902024630000,3-242,0000074623164370,"2024-09-02 02:44","2024-09-02 02:44",Vehicle,3,3,"2024-09-02 02:48:50",0,3
001000007462317327220240902023457000,3-304,0000074623173272,"2024-09-02 02:33","2024-09-02 02:33",Vehicle,2,2,"2024-09-02 02:36:25",0,2
001000007462316437020240902023351000,3-242,0000074623164370,"2024-09-02 02:32","2024-09-02 02:32",Vehicle,2,2,"2024-09-02 02:35:36",0,2
001000007462316437020240902023041000,3-242,0000074623164370,"2024-09-02 02:29","2024-09-02 02:29",Vehicle,2,2,"2024-09-02 02:32:41",0,2
001000007462316437020240902022934000,3-242,0000074623164370,"2024-09-02 02:28","2024-09-02 02:28",Vehicle,2,2,"2024-09-02 02:31:58",0,2
001000007462316437020240901202943000,3-242,0000074623164370,"2024-09-01 20:28","2024-09-01 20:28",Vehicle,2,2,"2024-09-01 20:35:00",0,2
001000007462316437020240901193228000,3-242,0000074623164370,"2024-09-01 19:30","2024-09-01 19:30",Vehicle,3,3,"2024-09-01 19:40:02",0,3
001000007462316437020240901193048000,3-242,0000074623164370,"2024-09-01 19:29","2024-09-01 19:29",Vehicle,2,2,"2024-09-01 19:34:48",0,2
001000007462316437020240901192812000,3-242,0000074623164370,"2024-09-01 19:26","2024-09-01 19:26",Vehicle,2,2,"2024-09-01 19:31:56",0,2
001000007462316437020240901192555000,3-242,0000074623164370,"2024-09-01 19:24","2024-09-01 19:24",Vehicle,2,2,"2024-09-01 19:29:55",0,2
001000007462316437020240901192659000,3-242,0000074623164370,"2024-09-01 19:25","2024-09-01 19:25",Vehicle,2,2,"2024-09-01 19:29:44",0,2
001000007462316437020240901191943744,3-242,0000074623164370,"2024-09-01 19:18","2024-09-01 19:18",Vehicle,2,2,"2024-09-01 19:26:04",0,2
001000007462316437020240901191843000,3-242,0000074623164370,"2024-09-01 19:13","2024-09-01 19:13",Vehicle,2,2,"2024-09-01 19:23:25",0,2
002000007462305101520240830150918204,3-242,0000074623051015,"2024-08-30 10:34","2024-08-30 10:37",API_OFFLINE,3,3,"2024-09-01 17:31:38",1,3
002000007462305101520240830150657593,3-242,0000074623051015,"2024-08-30 10:34","2024-08-30 10:37",API_OFFLINE,3,3,"2024-09-01 17:31:38",1,3
001000007462309501920240901162624000,3-242,0000074623095019,"2024-09-01 16:24","2024-09-01 16:24",Vehicle,2,2,"2024-09-01 16:27:56",0,2
001000007462317327220240901124812000,3-304,0000074623173272,"2024-09-01 12:46","2024-09-01 12:46",Vehicle,2,2,"2024-09-01 12:49:28",0,2
